r_center,count,sigma_mean,sigma_sem_seed,M2_red_mean,chi,A_mean,cos_alpha_mean,source_mean,R_sigma_mean,dot_sigma_mean
0.3144172333544704,1536,1.0320442991332237,0.06844788206656882,1.0233755948033383,0.9795803939879141,0.6022427481292437,0.4266865702171256,0.5539911899297475,-0.5244829405119852,0.02950824941776231
0.41929056878841947,1705,1.0842435577110379,0.07784446087605597,0.6167239559394991,1.0495277722455214,0.4577482072859864,0.2910890890586813,0.36772267666343467,-0.4279337226902163,-0.06021104602678166
0.559144227558024,1981,1.1169983656030154,0.12778743844569115,0.4342544351808517,0.8169486909889708,0.431547366931842,0.3987733521140471,0.3974720753818195,-0.31486285960717,0.08260921577464951
0.745645837240912,3014,1.0439978898275366,0.14329426395899414,0.2932147028026844,1.0919098417534798,0.3242841044216499,0.288152081816848,0.23698194478134815,-0.23279767226267925,0.004184272518668851
0.9943547428234949,3819,1.0347426313614616,0.12328087002624272,0.12820882961947064,0.9187088808922861,0.2308707810134776,0.1886295980465794,0.1432127653145943,-0.1794904839366502,-0.0362777186220559
1.326020082448505,3081,0.831010474826185,0.11907066050186202,0.0711701718049113,1.2575497997313678,0.15008717265225227,0.1749322471664189,0.06607258798299255,-0.19884604062270742,-0.13306971628039826
1.7683118341286537,1351,0.8351128840157173,0.11864316903086558,0.03093296668980659,1.1776829271862295,0.10501032871055194,0.022526469793639585,0.035818469883149406,-0.18229689322946843,-0.14630067024002197
